TransactionAmount,TransactionDuration,CustomerAge,AccountBalance,Cluster,TransactionType,Channel
157.97,140.0,48.0,5529.92,2,Debit,Branch
120.9,52.00000000000001,40.0,9009.42,2,Debit,Branch
254.77,57.0,57.0,5994.87,2,Debit,Branch
795.96,119.0,65.0,5468.58,1,Debit,Online
149.25,142.0,39.0,5677.52,4,Debit,ATM
3.42,158.0,43.0,14180.21,3,Credit,Online
68.19,189.0,40.0,9895.1,3,Credit,Online
493.42,111.0,39.0,2232.84,2,Debit,Branch
37.57,42.00000000000001,57.0,7739.54,4,Debit,ATM
127.00000000000001,68.00000000000001,19.0,431.16,3,Credit,Branch
96.89,53.00000000000001,59.0,6044.93,4,Debit,ATM
448.33,161.0,25.0,922.19,4,Debit,ATM
913.49125,55.0,51.0,447.53,4,Debit,ATM
8.65,273.0,48.0,10778.35,1,Debit,Online
65.57,82.0,41.0,7513.79,1,Debit,Online
539.81,177.0,46.0,2051.25,1,Debit,Online
363.53,142.0,63.0,1038.91,4,Debit,ATM
64.9,72.0,51.0,6854.61,3,Credit,Branch
358.18,157.0,18.0,619.86,4,Debit,ATM
167.2,84.00000000000001,30.0,11320.83,2,Debit,Branch
121.91,133.0,60.0,14510.8,2,Debit,Branch
137.57,70.0,54.0,5103.67,1,Debit,Online
534.62,45.0,55.0,13793.53,1,Debit,Online
463.9200000000001,199.0,50.0,2403.39,1,Debit,Online
320.14,96.0,60.0,3075.97,1,Debit,Online
214.93,52.00000000000001,28.0,7835.4,1,Debit,Online
660.02,84.00000000000001,20.0,414.43,2,Debit,Branch
345.81,135.0,40.0,6116.8,2,Debit,Branch
143.54,80.0,71.0,6067.62,4,Debit,ATM
42.55,29.000000000000004,53.0,7341.43,2,Debit,Branch
913.49125,128.0,21.0,1240.71,3,Credit,Online
541.79,125.0,22.0,1454.08,4,Debit,ATM
40.57,63.0,26.0,1476.91,2,Debit,Branch
120.24,131.0,18.0,1943.1300000000003,2,Debit,Branch
498.67,244.0,28.0,1719.97,1,Debit,Online
227.22,220.0,53.0,832.82,4,Debit,ATM
913.49125,34.0,30.0,7696.16,1,Debit,Online
56.94,74.0,76.0,7004.63,3,Credit,Online
629.82,159.0,68.0,6385.69,4,Debit,ATM
59.440000000000005,176.0,35.0,5472.03,1,Debit,Online
186.69,53.99999999999999,30.0,8602.22,2,Debit,Branch
230.46,179.0,19.0,162.53,1,Debit,Online
65.09,159.0,44.0,9370.9,3,Credit,Online
457.09,63.0,55.0,8570.82,3,Credit,Online
552.02,100.00000000000001,44.0,522.08,3,Credit,ATM
377.12,61.00000000000001,34.0,836.6699999999998,4,Debit,ATM
204.56,179.0,18.0,364.72,3,Credit,Branch
420.28,144.0,35.0,8557.32,2,Debit,Branch
97.09,202.0,24.0,1579.57,4,Debit,ATM
124.59,171.0,27.0,129.29,2,Debit,Branch
73.88,34.0,39.0,6474.41,1,Debit,Online
77.43,169.0,21.0,1380.21,1,Debit,Online
106.16,277.0,56.0,7487.790000000001,4,Debit,ATM
245.93000000000004,172.0,54.0,7986.629999999999,2,Debit,Branch
622.41,125.0,64.0,7322.01,4,Debit,ATM
43.73,145.0,34.0,9929.43,4,Debit,ATM
913.49125,68.00000000000001,19.0,1830.98,2,Debit,Branch
2.03,28.0,33.0,3012.31,3,Credit,ATM
770.65,137.0,31.0,7198.8,1,Debit,Online
260.31,113.0,63.0,10980.38,2,Debit,Branch
356.1,187.0,26.0,868.35,3,Credit,Branch
27.07,39.0,80.0,3773.2899999999995,3,Credit,Branch
119.89,60.00000000000001,67.0,6697.77,4,Debit,ATM
106.39,281.0,37.0,9410.99,1,Debit,Online
12.04,58.00000000000001,37.0,6213.32,1,Debit,Online
365.7,115.0,21.0,368.78,2,Debit,Branch
29.38,63.0,28.0,1663.31,3,Credit,Branch
319.85,148.0,60.0,711.6599999999999,4,Debit,ATM
350.14,37.99999999999999,75.0,2403.25,3,Credit,Online
163.94,73.0,52.0,5957.37,3,Credit,Branch
170.53,58.00000000000001,24.0,801.01,2,Debit,Branch
262.22,136.0,40.0,5711.71,3,Credit,ATM
41.49,13.0,24.0,928.33,1,Debit,Online
121.43,243.0,52.0,7365.28,3,Credit,Branch
350.46,165.0,51.0,5839.38,2,Debit,Branch
220.41,155.0,26.0,5116.98,3,Credit,Online
33.46,111.0,72.0,3641.07,4,Debit,ATM
104.79,223.0,70.0,1352.19,4,Debit,ATM
246.27000000000004,141.0,29.0,7299.86,1,Debit,Online
48.85,176.0,19.0,1503.56,4,Debit,ATM
332.0,17.0,69.0,5943.13,4,Debit,ATM
118.10000000000001,167.0,54.0,895.6599999999999,1,Debit,Online
84.59,10.0,67.0,5669.1,3,Credit,Branch
295.64,82.0,21.0,1061.96,1,Debit,Online
514.33,160.0,25.0,1592.94,2,Debit,Branch
913.49125,169.0,43.0,6215.96,4,Debit,ATM
94.59,34.0,39.0,6171.89,1,Debit,Online
80.43,157.0,59.0,5987.67,2,Debit,Branch
54.25,37.0,68.0,14783.33,1,Debit,Online
178.88,93.0,76.0,4708.29,3,Credit,Branch
518.85,82.0,22.0,1806.0,1,Debit,Online
10.65,161.0,54.0,13240.72,1,Debit,Online
198.62,84.00000000000001,27.0,1196.07,3,Credit,Branch
107.03,73.0,27.0,1408.07,2,Debit,Branch
139.57,263.0,19.0,271.78,4,Debit,ATM
312.47,148.0,49.0,9419.27,4,Debit,ATM
346.11,213.0,41.0,9551.64,2,Debit,Branch
138.06,159.0,44.0,1070.47,2,Debit,Branch
158.02,120.0,49.0,9374.24,4,Debit,ATM
830.01,96.0,66.0,4253.18,3,Credit,Online
435.5,112.0,55.0,6981.03,4,Debit,ATM
110.49,48.0,57.0,10483.93,1,Debit,Online
329.4,68.00000000000001,34.0,9588.07,1,Debit,Online
635.4,106.0,47.0,1238.11,4,Debit,ATM
769.97,22.999999999999996,22.0,1244.93,2,Debit,Branch
175.07,169.0,26.0,1040.25,2,Debit,Branch
7.309999999999999,282.0,78.0,5757.67,2,Debit,Branch
175.15,32.0,27.0,1712.65,4,Debit,ATM
32.54,183.0,25.0,1544.88,1,Debit,Online
121.82,119.0,60.0,13293.83,1,Debit,Online
56.12,102.0,30.0,8839.67,4,Debit,ATM
424.7,178.0,56.0,6239.89,3,Credit,Online
35.16,130.0,32.0,8459.18,2,Debit,Branch
35.73,87.0,65.0,9073.17,2,Debit,Branch
3.44,107.99999999999999,78.0,7561.33,4,Debit,ATM
913.49125,235.0,21.0,694.03,3,Credit,Branch
139.03,81.0,50.0,2276.57,3,Credit,Online
254.92000000000002,169.0,28.0,2791.12,3,Credit,ATM
115.11000000000001,139.0,28.0,9808.97,1,Debit,Online
171.11,171.0,57.0,6324.09,4,Debit,ATM
168.54,142.0,70.0,13406.0,4,Debit,ATM
420.76,75.99999999999999,51.0,6581.55,2,Debit,Branch
408.46,28.0,64.0,3140.79,2,Debit,Branch
913.49125,45.0,30.0,10357.26,3,Credit,Online
342.17,247.0,21.0,461.83,3,Credit,Branch
580.71,95.0,53.0,5670.0,4,Debit,ATM
821.54,36.0,79.0,4040.3199999999997,3,Credit,Branch
253.47000000000003,238.0,20.0,220.51,2,Debit,Branch
22.81,75.0,62.0,3634.76,1,Debit,Online
266.57,96.0,39.0,7180.48,3,Credit,Online
374.61,37.0,75.0,1389.71,3,Credit,Online
339.35,70.0,78.0,5002.7,3,Credit,ATM
810.36,67.0,20.0,9239.12,4,Debit,ATM
9.83,86.0,24.0,666.42,4,Debit,ATM
135.57,116.00000000000001,51.0,11351.64,3,Credit,Branch
340.05,37.0,43.0,7234.15,4,Debit,ATM
283.45,127.0,27.0,2049.51,2,Debit,Branch
100.99,114.0,68.0,8865.27,4,Debit,ATM
90.88,176.0,18.0,3908.4700000000003,2,Debit,Branch
655.15,264.0,26.0,5587.44,4,Debit,ATM
320.55,118.0,50.0,438.75,1,Debit,Online
41.51,48.0,28.0,609.5999999999999,1,Debit,Online
71.53,39.0,68.0,2393.73,3,Credit,Branch
467.13000000000005,45.0,54.0,3914.84,3,Credit,Branch
235.39999999999998,70.0,28.0,818.3599999999999,2,Debit,Branch
159.32,100.00000000000001,18.0,304.44,2,Debit,Branch
50.83,48.0,30.0,9553.42,3,Credit,Online
56.89,56.0,59.0,3034.67,3,Credit,Branch
20.22,138.0,43.0,5515.32,4,Debit,ATM
50.4,84.00000000000001,36.0,1677.01,2,Debit,Branch
73.88,131.0,53.0,4055.55,2,Debit,Branch
119.61,53.00000000000001,33.0,9899.94,4,Debit,ATM
913.49125,129.0,18.0,756.74,2,Debit,Branch
116.57999999999998,247.0,43.0,2620.74,2,Debit,Branch
913.49125,161.0,30.0,11090.24,4,Debit,ATM
391.96,79.0,64.0,2174.16,4,Debit,ATM
156.26,160.0,46.0,7854.100000000001,3,Credit,Branch
427.0,163.0,49.0,8253.65,3,Credit,Branch
443.68,137.0,18.0,874.1499999999999,4,Debit,ATM
101.76,26.0,31.0,6043.25,2,Debit,Branch
67.57,107.0,37.0,2766.12,2,Debit,Branch
326.29,179.0,56.0,8171.259999999999,1,Debit,Online
158.56,100.00000000000001,33.0,5401.21,4,Debit,ATM
56.02,142.0,27.0,3548.02,1,Debit,Online
288.28,36.0,27.0,160.83,1,Debit,Online
245.67000000000002,107.0,24.0,752.2499999999999,3,Credit,Branch
152.18,176.0,39.0,2459.84,3,Credit,Online
114.35000000000001,21.000000000000004,41.0,469.12,3,Credit,Branch
373.27,79.0,61.0,8441.61,3,Credit,Online
504.63,168.00000000000003,60.0,3806.16,1,Debit,Online
126.22000000000001,77.0,46.0,6133.41,4,Debit,ATM
820.15,181.0,47.0,8802.97,2,Debit,Branch
913.49125,127.0,68.0,14881.77,3,Credit,Online
8.37,135.0,63.0,1106.34,4,Debit,ATM
197.49,30.0,53.0,5005.33,3,Credit,Online
637.97,90.0,58.0,7949.03,2,Debit,Branch
13.52,65.0,26.0,259.77,4,Debit,ATM
432.1,240.0,49.0,2114.3,4,Debit,ATM
375.17,66.0,51.0,5495.3,4,Debit,ATM
642.68,94.0,50.0,8461.46,2,Debit,Branch
78.44,292.0,52.0,6870.84,3,Credit,Online
139.72,201.0,49.0,5058.83,2,Debit,Branch
499.99,296.0,31.0,8885.0,2,Debit,Branch
10.07,49.0,24.0,530.81,1,Debit,Online
120.62,85.0,23.0,9379.53,4,Debit,ATM
578.49,180.0,59.0,6475.13,2,Debit,Branch
119.29999999999998,22.0,34.0,319.04,2,Debit,Branch
280.92,168.00000000000003,41.0,5298.85,1,Debit,Online
42.42,102.0,21.0,490.57,1,Debit,Online
77.03,259.0,67.0,11310.27,4,Debit,ATM
22.59,45.0,62.0,3988.75,4,Debit,ATM
568.76,155.0,51.0,7484.319999999999,4,Debit,ATM
25.94,211.0,58.0,4815.11,3,Credit,Online
105.94,207.0,51.0,5963.1,2,Debit,Branch
733.29,94.0,52.0,10427.0,4,Debit,ATM
350.15,195.0,21.0,296.47,3,Credit,ATM
913.49125,105.0,65.0,1100.06,4,Debit,ATM
183.67,238.0,19.0,910.26,1,Debit,Online
278.27,123.0,29.0,6684.34,2,Debit,Branch
470.3,88.0,40.0,8524.09,4,Debit,ATM
261.69,84.00000000000001,53.0,5126.65,4,Debit,ATM
365.04,94.0,22.0,873.8899999999999,2,Debit,Branch
211.1,136.0,57.0,7059.77,2,Debit,Branch
21.49,240.0,58.0,11991.24,4,Debit,ATM
63.58,199.0,18.0,8086.040000000001,4,Debit,ATM
321.86,167.0,63.0,12626.49,4,Debit,ATM
12.11,127.0,75.0,1730.28,2,Debit,Branch
642.54,28.0,44.0,3143.17,2,Debit,Branch
210.45,146.0,27.0,1242.49,4,Debit,ATM
313.65,173.0,55.0,1886.36,3,Credit,Branch
99.76,131.0,26.0,416.89,2,Debit,Branch
115.32000000000001,113.0,53.0,5929.08,2,Debit,Branch
33.61,72.0,23.0,479.08,1,Debit,Online
498.5899999999999,32.0,33.0,5862.99,3,Credit,Online
98.81,91.0,27.0,797.1,2,Debit,Branch
1.87,147.0,65.0,7287.94,4,Debit,ATM
78.92,95.0,59.0,5624.86,3,Credit,Online
194.29,10.0,39.0,2988.41,3,Credit,Branch
28.729999999999997,185.0,53.0,2712.96,4,Debit,ATM
105.53,88.0,24.0,1433.66,1,Debit,Online
737.34,34.0,30.0,7336.56,1,Debit,Online
237.86000000000004,210.0,18.0,475.62999999999994,4,Debit,ATM
409.61,89.0,65.0,11698.15,2,Debit,Branch
75.53,157.0,21.0,1034.35,3,Credit,Online
72.75,15.0,64.0,12042.79,4,Debit,ATM
39.11,143.0,26.0,518.54,1,Debit,Online
913.49125,139.0,23.0,1258.93,4,Debit,ATM
729.38,90.0,68.0,9127.65,4,Debit,ATM
137.49,50.00000000000001,34.0,4471.05,4,Debit,ATM
504.71,61.00000000000001,29.0,6214.54,1,Debit,Online
371.47,58.00000000000001,24.0,1187.04,3,Credit,Branch
430.35,205.0,36.0,354.9,1,Debit,Online
230.32,56.0,35.0,791.46,2,Debit,Branch
121.71,140.0,52.0,5878.89,4,Debit,ATM
98.87,179.0,20.0,533.2,1,Debit,Online
117.54999999999998,35.0,24.0,897.94,4,Debit,ATM
244.64,103.0,30.0,9159.56,2,Debit,Branch
321.93,12.0,45.0,4392.73,4,Debit,ATM
913.49125,11.0,58.0,1390.98,2,Debit,Branch
283.23,98.0,40.0,2008.7700000000002,1,Debit,Online
346.65,60.00000000000001,30.0,6356.96,1,Debit,Online
381.62,164.0,64.0,6009.12,1,Debit,Online
388.65,43.0,76.0,7896.850000000001,4,Debit,ATM
29.220000000000002,151.0,24.0,1649.43,4,Debit,ATM
46.75,150.0,67.0,2840.43,2,Debit,Branch
348.64,128.0,57.0,3274.96,1,Debit,Online
319.17,81.0,73.0,6501.56,1,Debit,Online
73.95,75.99999999999999,26.0,363.92,4,Debit,ATM
389.63,99.0,27.0,9748.48,1,Debit,Online
217.61,45.0,19.0,1404.53,4,Debit,ATM
199.84,150.0,21.0,706.44,4,Debit,ATM
56.35,75.0,44.0,5095.73,4,Debit,ATM
248.94999999999996,29.000000000000004,65.0,3059.79,3,Credit,Branch
142.58,145.0,33.0,7844.23,4,Debit,ATM
913.49125,87.0,28.0,1119.61,4,Debit,ATM
84.34,247.99999999999997,58.0,5313.97,1,Debit,Online
913.49125,156.0,31.0,6227.99,4,Debit,ATM
333.78,98.0,60.0,6810.94,4,Debit,ATM
332.59,143.0,55.0,1457.07,1,Debit,Online
236.80999999999997,15.0,22.0,813.68,2,Debit,Branch
417.8,130.0,27.0,1518.82,3,Credit,Branch
319.27,150.0,50.0,10269.78,4,Debit,ATM
384.1,172.0,42.0,672.7899999999998,2,Debit,Branch
820.62,158.0,61.0,6024.8,3,Credit,Branch
474.7699999999999,50.00000000000001,56.0,2158.59,3,Credit,Online
542.72,91.99999999999999,43.0,6011.8,3,Credit,Branch
79.8,75.99999999999999,73.0,6372.58,4,Debit,ATM
46.24,52.00000000000001,57.0,2569.56,2,Debit,Branch
327.8,53.99999999999999,61.0,10585.48,4,Debit,ATM
445.79,161.0,52.0,717.9899999999999,4,Debit,ATM
55.89,150.0,72.0,3689.65,1,Debit,Online
158.41,16.0,28.0,1512.16,2,Debit,Branch
101.19,75.0,64.0,14389.45,3,Credit,Online
827.14,265.0,36.0,9800.21,2,Debit,Branch
61.96999999999999,95.0,74.0,7014.69,4,Debit,ATM
27.21,102.0,79.0,3520.61,4,Debit,ATM
173.74,64.0,80.0,4913.42,1,Debit,Online
176.11,105.0,38.0,9155.35,2,Debit,Branch
88.4,174.0,46.0,2567.53,1,Debit,Online
567.92,14.0,53.0,3779.4699999999993,1,Debit,Online
138.11,104.0,68.0,4177.65,3,Credit,Online
456.93000000000006,193.0,28.0,7284.76,3,Credit,Branch
101.42,146.0,66.0,6530.59,1,Debit,Online
300.61,51.00000000000001,44.0,7895.540000000001,1,Debit,Online
265.94,132.0,54.0,6781.3,1,Debit,Online
345.54,50.00000000000001,29.0,2091.78,1,Debit,Online
411.52,88.0,41.0,11108.39,4,Debit,ATM
111.21,111.0,35.0,9088.36,2,Debit,Branch
316.37,86.0,53.0,4671.69,4,Debit,ATM
260.63,142.0,37.0,7534.7300000000005,2,Debit,Branch
92.36,144.0,29.0,6353.14,4,Debit,ATM
262.06,118.0,63.0,13587.52,2,Debit,Branch
64.5,230.0,74.0,1351.24,4,Debit,ATM
253.55,85.0,28.0,2797.26,4,Debit,ATM
408.28,125.0,21.0,1222.77,3,Credit,Branch
175.94,89.0,57.0,3728.0400000000004,4,Debit,ATM
199.47,142.0,57.0,6067.44,1,Debit,Online
51.07,133.0,63.0,4292.16,2,Debit,Branch
435.86,134.0,56.0,3801.8200000000006,4,Debit,ATM
74.73,162.0,64.0,6353.22,3,Credit,Branch
182.79,14.0,23.0,1251.85,3,Credit,Online
628.36,107.99999999999999,44.0,11869.71,1,Debit,Online
268.39,177.0,29.0,9409.43,1,Debit,Online
362.27,47.0,80.0,6003.59,4,Debit,ATM
560.15,91.99999999999999,50.0,817.83,3,Credit,Online
351.99,45.0,80.0,3663.64,4,Debit,ATM
132.36,160.0,28.0,319.65,2,Debit,Branch
24.77,17.0,40.0,478.23,3,Credit,Online
668.67,143.0,44.0,13446.81,1,Debit,Online
80.24,58.00000000000001,53.0,8012.810000000001,3,Credit,Branch
8.65,198.0,68.0,4201.22,4,Debit,ATM
178.91,18.999999999999996,18.0,8870.89,4,Debit,ATM
115.22,107.99999999999999,27.0,906.1999999999999,2,Debit,Branch
161.63,276.0,46.0,9286.37,1,Debit,Online
542.75,63.0,70.0,2224.08,3,Credit,Branch
317.47,16.0,67.0,14639.28,3,Credit,Online
280.99,29.000000000000004,45.0,9733.59,2,Debit,Branch
24.19,28.0,29.0,2756.2,4,Debit,ATM
586.85,86.0,36.0,6655.15,4,Debit,ATM
372.41,143.0,55.0,3233.87,4,Debit,ATM
63.17,148.0,20.0,1676.57,4,Debit,ATM
383.69,285.0,54.0,8371.11,1,Debit,Online
247.17,149.0,65.0,2611.64,3,Credit,Branch
48.78,136.0,18.0,552.06,3,Credit,Branch
4.15,119.0,60.0,6017.36,3,Credit,Branch
60.989999999999995,58.00000000000001,34.0,7281.46,2,Debit,Branch
408.19,241.0,26.0,6847.47,2,Debit,Branch
524.6,75.99999999999999,58.0,13017.7,2,Debit,Branch
108.96,247.0,26.0,7597.660000000001,4,Debit,ATM
70.03,49.0,63.0,7330.31,2,Debit,Branch
124.84,79.0,52.0,6711.78,1,Debit,Online
324.04,30.0,54.0,2248.06,4,Debit,ATM
39.69,163.0,70.0,3524.68,1,Debit,Online
157.7,45.99999999999999,58.0,8332.58,3,Credit,Branch
81.27,68.00000000000001,22.0,1814.48,3,Credit,Online
193.82,176.0,37.0,3886.7699999999995,2,Debit,Branch
16.73,165.0,79.0,7591.129999999999,1,Debit,Online
474.05000000000007,214.0,57.0,1484.31,4,Debit,ATM
39.21,245.0,66.0,9385.57,4,Debit,ATM
637.75,151.99999999999997,79.0,4202.92,2,Debit,Branch
153.59,174.0,66.0,4813.12,3,Credit,Branch
186.6,139.0,18.0,9716.68,2,Debit,Branch
644.08,55.0,24.0,1980.62,1,Debit,Online
226.66,168.00000000000003,41.0,10216.25,2,Debit,Branch
305.0,222.0,22.0,944.83,4,Debit,ATM
233.1,37.0,42.0,7469.2,3,Credit,Branch
793.13,75.99999999999999,68.0,13389.16,1,Debit,Online
224.19,93.0,52.0,8475.47,4,Debit,ATM
214.83,63.0,23.0,991.6899999999999,3,Credit,ATM
163.46,111.0,63.0,6953.8,3,Credit,Branch
194.99,91.0,34.0,1370.03,2,Debit,Branch
23.4,175.0,46.0,14851.28,4,Debit,ATM
227.5,277.0,34.0,11505.35,1,Debit,Online
259.9,100.00000000000001,26.0,914.2799999999999,1,Debit,Online
59.51,55.0,36.0,9955.88,3,Credit,Online
50.63,143.0,64.0,4732.81,1,Debit,Online
913.49125,91.0,20.0,530.86,2,Debit,Branch
112.94,30.999999999999996,73.0,3807.8399999999997,3,Credit,Online
11.81,131.0,21.0,320.25,4,Debit,ATM
329.14,14.0,55.0,12033.92,2,Debit,Branch
154.24,82.0,61.0,6109.55,4,Debit,ATM
233.44,297.0,20.0,1691.88,1,Debit,Online
141.8,116.00000000000001,18.0,1697.67,4,Debit,ATM
209.03,126.0,55.0,8359.5,2,Debit,Branch
913.49125,144.0,26.0,1629.12,4,Debit,ATM
261.14,162.0,42.0,6100.08,4,Debit,ATM
101.81,105.0,45.0,13872.03,4,Debit,ATM
98.71,117.0,32.0,10095.23,4,Debit,ATM
87.38,252.0,21.0,1504.99,2,Debit,Branch
83.39,158.0,32.0,13182.11,2,Debit,Branch
267.55,40.0,46.0,4330.04,1,Debit,Online
870.05,39.0,29.0,905.2499999999999,4,Debit,ATM
154.32,269.0,38.0,6972.5,3,Credit,ATM
164.51,110.0,78.0,3553.69,2,Debit,Branch
758.12,90.0,69.0,6164.65,4,Debit,ATM
103.76,188.0,28.0,9626.14,1,Debit,Online
583.92,139.0,55.0,6364.14,1,Debit,Online
204.06,159.0,77.0,4351.83,1,Debit,Online
53.51,165.0,56.0,5773.5,1,Debit,Online
913.49125,262.0,30.0,9257.04,2,Debit,Branch
52.95,14.0,68.0,6335.58,3,Credit,Online
120.17000000000002,105.0,49.0,5403.79,4,Debit,ATM
220.8,28.0,31.0,8135.31,1,Debit,Online
119.00999999999999,87.0,45.0,9798.26,4,Debit,ATM
183.32,74.0,21.0,137.42,4,Debit,ATM
858.88,227.0,60.0,7015.46,1,Debit,Online
11.46,128.0,41.0,2356.71,3,Credit,Online
61.370000000000005,164.0,75.0,4294.44,2,Debit,Branch
103.08,150.0,49.0,9251.38,3,Credit,Branch
1.21,196.0,55.0,7542.739999999999,2,Debit,Branch
425.18,172.0,26.0,9880.71,3,Credit,Online
60.96000000000001,238.0,52.0,6189.24,4,Debit,ATM
64.21,37.0,51.0,12540.18,4,Debit,ATM
523.02,83.0,53.0,4586.11,1,Debit,Online
50.26,164.0,65.0,1519.38,2,Debit,Branch
110.08,95.0,19.0,1447.26,2,Debit,Branch
54.47,34.0,23.0,1131.42,3,Credit,Branch
79.76,115.0,68.0,10278.75,1,Debit,Online
16.79,146.0,30.0,535.15,3,Credit,Online
913.49125,61.99999999999999,18.0,859.8599999999999,1,Debit,Online
68.62,157.0,29.0,13891.47,2,Debit,Branch
157.16,280.0,20.0,1545.77,2,Debit,Branch
643.38,105.0,18.0,1046.74,3,Credit,Online
328.34,30.999999999999996,42.0,2840.45,3,Credit,Online
72.68,44.0,69.0,6216.77,1,Debit,Online
354.76,279.0,51.0,10141.92,2,Debit,Branch
793.88,252.0,22.0,1404.06,3,Credit,ATM
29.220000000000002,69.00000000000001,27.0,7795.79,4,Debit,ATM
653.97,100.00000000000001,37.0,3886.65,1,Debit,Online
366.43,91.99999999999999,21.0,1560.45,3,Credit,Online
120.85999999999999,162.0,33.0,13566.58,1,Debit,Online
233.74,142.0,72.0,4749.54,1,Debit,Online
471.84,138.0,18.0,1044.33,4,Debit,ATM
213.4,100.00000000000001,73.0,2012.24,3,Credit,Branch
254.21,45.99999999999999,48.0,2487.2,4,Debit,ATM
577.73,63.0,37.0,14977.99,4,Debit,ATM
170.26,265.0,27.0,1969.48,4,Debit,ATM
337.73,107.0,78.0,7001.2,1,Debit,Online
330.61,113.0,64.0,2525.25,3,Credit,Branch
132.33,47.0,35.0,7457.94,3,Credit,ATM
672.74,118.0,46.0,5386.52,3,Credit,Branch
74.04,66.0,18.0,1690.23,1,Debit,Online
197.18,135.0,28.0,3114.92,1,Debit,Online
21.15,180.0,70.0,3466.74,2,Debit,Branch
218.37,105.0,62.0,9942.24,4,Debit,ATM
590.01,140.0,29.0,9791.74,1,Debit,Online
697.82,153.0,44.0,6824.0,1,Debit,Online
302.76,88.0,38.0,8583.39,4,Debit,ATM
148.0,35.0,20.0,1488.65,2,Debit,Branch
22.26,56.0,19.0,5583.88,2,Debit,Branch
0.86,139.0,25.0,1357.22,4,Debit,ATM
757.1,203.0,65.0,10553.23,2,Debit,Branch
38.81,145.0,25.0,1619.6,3,Credit,Online
76.51,120.0,49.0,9475.4,3,Credit,Online
32.46,10.0,31.0,8656.18,1,Debit,Online
913.49125,158.0,62.0,207.74,3,Credit,Branch
20.64,59.00000000000001,22.0,949.38,2,Debit,Branch
662.11,219.0,23.0,1996.38,2,Debit,Branch
288.77,110.0,55.0,8836.51,4,Debit,ATM
35.05,105.0,30.0,14330.47,2,Debit,Branch
214.73,26.0,46.0,5368.42,3,Credit,ATM
25.38,66.0,57.0,8616.05,2,Debit,Branch
617.66,40.0,41.0,5906.58,4,Debit,ATM
446.39,77.0,63.0,7863.6,4,Debit,ATM
377.92,204.0,33.0,2254.71,2,Debit,Branch
11.04,43.0,30.0,6983.04,1,Debit,Online
275.46,67.0,36.0,9697.75,4,Debit,ATM
179.76,81.0,78.0,5909.52,1,Debit,Online
32.34,45.0,44.0,7847.619999999999,2,Debit,Branch
273.92,109.0,79.0,4543.56,2,Debit,Branch
375.45,32.0,19.0,1307.23,2,Debit,Branch
388.98,155.0,23.0,1819.91,4,Debit,ATM
492.84,37.99999999999999,25.0,577.67,4,Debit,ATM
148.85,25.000000000000004,57.0,7802.360000000001,4,Debit,ATM
119.95,47.0,62.0,2596.61,3,Credit,Branch
391.66,103.0,50.0,2406.31,2,Debit,Branch
185.99,53.00000000000001,41.0,402.45,3,Credit,Branch
322.48,57.0,27.0,1238.43,4,Debit,ATM
20.27,22.0,18.0,796.3499999999999,2,Debit,Branch
280.61,129.0,47.0,7888.76,4,Debit,ATM
199.02,269.0,61.0,4658.89,4,Debit,ATM
104.23,107.99999999999999,63.0,5009.29,3,Credit,Online
353.59,109.0,52.0,1822.34,3,Credit,Branch
55.86,68.00000000000001,39.0,5346.46,1,Debit,Online
10.77,178.0,31.0,10704.95,4,Debit,ATM
95.55,51.00000000000001,33.0,2434.74,2,Debit,Branch
477.07,278.0,27.0,6568.07,1,Debit,Online
9.1,63.0,52.0,2791.45,3,Credit,Online
21.41,99.0,57.0,658.91,1,Debit,Online
278.28,26.0,28.0,1346.88,2,Debit,Branch
388.1,40.0,73.0,3022.12,3,Credit,Online
215.39,215.99999999999997,27.0,1582.55,4,Debit,ATM
194.37,161.0,66.0,14395.88,4,Debit,ATM
37.7,109.0,20.0,1741.1,4,Debit,ATM
19.59,122.0,64.0,1061.69,2,Debit,Branch
81.35,103.0,41.0,7192.45,1,Debit,Online
314.54,228.0,58.0,9923.45,3,Credit,Branch
466.64,11.0,58.0,10915.11,4,Debit,ATM
397.01,100.00000000000001,22.0,719.52,4,Debit,ATM
472.48,87.0,55.0,7128.82,2,Debit,Branch
67.15,14.0,59.0,9028.49,1,Debit,Online
102.67,119.0,79.0,4656.94,2,Debit,Branch
460.0899999999999,146.0,35.0,6990.64,3,Credit,Online
453.49,147.0,66.0,6366.43,2,Debit,Branch
267.17,170.0,26.0,1382.62,4,Debit,ATM
111.26,43.0,66.0,14350.11,4,Debit,ATM
121.17,158.0,68.0,12990.77,4,Debit,ATM
213.28,94.0,51.0,4835.91,2,Debit,Branch
187.88,180.0,60.0,2154.58,4,Debit,ATM
471.88,141.0,34.0,14833.34,3,Credit,Online
83.79,47.0,57.0,5061.3,4,Debit,ATM
212.14,105.0,72.0,7225.06,2,Debit,Branch
99.16,202.0,79.0,2607.58,1,Debit,Online
839.33,86.0,60.0,11538.97,3,Credit,Branch
29.909999999999997,43.0,76.0,2834.84,3,Credit,Online
4.24,37.99999999999999,38.0,7822.729999999999,1,Debit,Online
50.29,64.0,58.0,7604.9,3,Credit,Online
135.85,269.0,57.0,1480.39,1,Debit,Online
368.53,34.0,68.0,13696.31,2,Debit,Branch
17.95,135.0,64.0,12344.9,3,Credit,Branch
127.80000000000001,47.0,31.0,8630.99,3,Credit,Branch
